DATA,CO,NO,NO2,NOX,O3,PM10,SO2,Year,Month,Day,type
2012-02-07,0.5427083333333333,18.08902691511387,47.17287784679089,74.00025879917182,45.58333333333333,21.916666666666668,3.010416666666667,2012,2,7,actuals
2012-02-08,0.5676630434782608,14.336771665187815,47.47903726708074,68.64843981070689,40.04601449275362,26.583333333333332,2.46875,2012,2,8,actuals
2012-02-09,0.5427536231884058,13.910714285714286,37.49844720496895,57.84549689440994,38.36666666666667,30.166666666666668,3.541666666666667,2012,2,9,actuals
2012-02-10,0.5244565217391304,17.66304347826087,48.47256728778468,74.57194616977226,35.41008771929825,39.041666666666664,4.354166666666667,2012,2,10,actuals
2012-02-11,0.4692481884057971,9.979813664596273,33.38431677018633,47.54528985507246,52.37308959156785,24.583333333333332,2.8854166666666665,2012,2,11,actuals
2012-02-12,0.41653079710144925,7.936076604554865,35.0139751552795,45.94746376811594,49.47777777777778,21.875,3.1249999999999996,2012,2,12,actuals
2012-02-13,0.7176095191040844,26.710403726708076,62.08359213250518,102.19616977225674,37.266666666666666,27.416666666666668,3.2083333333333335,2012,2,13,actuals
2012-02-14,0.6486503623188405,23.887587050630525,58.51491624317712,94.17671277997363,32.483333333333334,25.416666666666668,3.6250000000000004,2012,2,14,actuals
2012-02-15,0.5593115942028986,22.95952380952381,55.101020408163265,89.68843537414968,27.042857142857144,23.5,3.068858225108225,2012,2,15,actuals
2012-02-16,0.7776268115942029,25.669066440805572,59.05597120271033,97.57801618671185,30.169696969696968,26.875,3.8456439393939394,2012,2,16,actuals
2012-02-17,0.5446557971014493,24.999223602484474,59.59316770186336,97.10947204968944,26.25,37.09090909090909,3.5937500000000004,2012,2,17,actuals
2012-02-18,0.43125,17.32608695652174,49.31185300207039,75.17753623188405,34.75833333333334,29.708333333333332,3.854166666666667,2012,2,18,actuals
2012-02-19,0.47531702898550726,13.74404761904762,49.130693581780534,69.28364389233954,32.983333333333334,29.5,2.2291666666666665,2012,2,19,actuals
2012-02-20,0.6484601449275362,17.595755693581783,47.87034161490683,73.89389233954452,35.0,27.791666666666668,2.927083333333333,2012,2,20,actuals
2012-02-21,0.5009510869565218,25.602225672877843,59.686594202898554,98.09912008281574,33.70833333333333,31.958333333333332,3.8854166666666665,2012,2,21,actuals
2012-02-22,0.6985960144927537,47.94087615283268,77.7117683041596,150.55839450404667,25.158333333333335,52.75,5.312499999999999,2012,2,22,actuals
2012-02-23,0.5420742753623189,39.0785203409427,70.86584119813934,130.0087823667016,33.97857142857143,46.625,4.375,2012,2,23,actuals
2012-02-24,0.9497735507246378,86.26915113871635,92.69021739130436,224.0111283643892,16.925,69.20833333333333,7.885416666666666,2012,2,24,actuals
2012-02-25,0.7173460144927537,57.69642857142857,85.2075569358178,172.968685300207,19.283333333333335,52.5,6.802083333333332,2012,2,25,actuals
2012-02-26,0.7197463768115943,46.86309523809524,79.4557453416149,150.56081780538304,24.675000000000004,62.875,6.375,2012,2,26,actuals
2012-02-27,0.4895380434782608,12.559745637385388,47.52613871635611,65.80408902691512,35.80075757575758,26.8,3.243371212121212,2012,2,27,actuals
2012-02-28,0.6446739130434782,31.39484126984127,61.68888888888888,108.81468253968252,29.275757575757574,38.625,4.644886363636364,2012,2,28,actuals
2012-02-29,0.8147233201581028,56.1233060417843,78.78470261622435,164.00919913419915,23.79008563899868,47.125,5.494318181818182,2012,2,29,actuals
2012-03-01,0.8711956521739131,78.02950310559007,89.98835403726709,208.87060041407867,20.491666666666667,61.72727272727273,3.714962121212121,2012,3,1,actuals
2012-03-02,0.6689311594202899,48.95367494824016,74.48680124223601,148.4345238095238,34.95,41.875,2.9520833333333334,2012,3,2,actuals
2012-03-03,0.598143115942029,16.371894409937887,51.201604554865426,75.17857142857143,50.716666666666676,36.458333333333336,2.2916666666666665,2012,3,3,actuals
2012-03-04,0.4797101449275362,20.34472049689441,46.21325051759834,76.58540372670807,36.983333333333334,40.208333333333336,2.291666666666667,2012,3,4,actuals
2012-03-05,0.44144021739130435,14.557147562582344,33.27795031055901,54.46903820816864,54.083333333333336,29.25,2.2083333333333335,2012,3,5,actuals
2012-03-06,0.5282608695652175,18.84937888198758,35.81392339544514,63.32919254658385,56.70833333333333,23.208333333333332,3.010416666666667,2012,3,6,actuals
2012-03-07,0.5812047101449276,22.555900621118017,51.37749388292866,84.61457745153396,46.364393939393935,31.125,3.614583333333333,2012,3,7,actuals
2012-03-08,0.5216897233201581,25.9472049689441,53.619824016563136,92.16407867494824,47.05833333333334,33.041666666666664,3.90625,2012,3,8,actuals
2012-03-09,0.49352355072463766,22.493177112742334,51.78463203463203,85.02698569546396,43.45833333333333,37.458333333333336,3.9375,2012,3,9,actuals
2012-03-10,0.4318840579710145,15.166149068322982,45.92675983436853,68.04373706004141,57.84166666666666,35.75,2.3229166666666665,2012,3,10,actuals
2012-03-11,0.45072463768115945,13.539855072463768,47.13742236024844,66.94979296066252,47.95833333333333,36.416666666666664,2.3125,2012,3,11,actuals
2012-03-12,0.619338768115942,41.634523809523806,73.57278911564626,136.6732993197279,25.51226708074534,47.375,5.216032608695652,2012,3,12,actuals
2012-03-13,0.8358695652173913,67.22119934930495,94.54936409346348,197.1324312333629,19.049637681159417,63.666666666666664,5.553571428571429,2012,3,13,actuals
2012-03-14,0.9553894927536232,69.71448535936112,95.49149659863944,201.68370304643597,28.812681159420286,68.45454545454545,4.696428571428571,2012,3,14,actuals
2012-03-15,0.7663043478260869,42.50388198757764,83.56133540372672,147.8597308488613,30.0,48.458333333333336,3.677083333333333,2012,3,15,actuals
2012-03-16,0.798913043478261,48.816770186335404,75.57763975155281,149.58022774327122,34.69166666666666,46.625,5.239583333333333,2012,3,16,actuals
2012-03-17,0.42608695652173917,15.364130434782608,48.1972049689441,70.99792960662526,56.291666666666664,34.291666666666664,3.4895833333333335,2012,3,17,actuals
2012-03-18,0.3190217391304348,4.769151138716357,22.675983436853,28.908902691511383,67.24166666666666,31.333333333333332,2.2395833333333335,2012,3,18,actuals
2012-03-19,0.3997241436100132,14.095120459250895,32.07432241671372,52.678030303030305,60.155303030303024,24.791666666666668,3.2803030303030303,2012,3,19,actuals
2012-03-20,0.45819746376811593,11.651915113871635,30.348343685300204,47.33022774327123,56.75036231884057,38.375,1.5,2012,3,20,actuals
2012-03-21,0.3505887681159421,7.379658385093167,26.96092132505176,37.16356107660455,62.225,39.458333333333336,1.3958333333333333,2012,3,21,actuals
2012-03-22,0.5000452898550724,21.005175983436853,52.40269151138717,83.64829192546584,45.63333333333333,23.833333333333332,3.0416666666666665,2012,3,22,actuals
2012-03-23,0.552536231884058,24.21185300207039,61.226552795031054,97.552950310559,35.2,31.958333333333332,1.946969696969697,2012,3,23,actuals
2012-03-24,0.4644927536231884,18.184782608695652,52.898033126294,80.09290890269152,43.675,37.375,2.2916666666666665,2012,3,24,actuals
2012-03-25,0.5607236965932618,35.81750961254067,59.3410368099809,113.44487913742572,39.65335968379447,47.72727272727273,3.3438735177865615,2012,3,25,actuals
2012-03-26,0.5930265386787126,27.032864133795815,64.72325629856685,105.45278763679384,45.20477602108037,47.75,2.9952651515151514,2012,3,26,actuals
2012-03-27,0.618768115942029,20.82908163265306,75.51020408163265,106.5561224489796,58.607142857142854,56.31818181818182,3.3636363636363633,2012,3,27,actuals
2012-03-28,0.7785714285714286,44.20491516764809,92.89379823075477,159.34929317576834,46.86890645586298,62.416666666666664,6.826086956521739,2012,3,28,actuals
2012-03-29,0.7722826086956522,31.263198757763973,91.78234989648034,139.0685817805383,33.08333333333333,53.041666666666664,6.760416666666667,2012,3,29,actuals
2012-03-30,0.6836380105401844,49.594202898550726,90.86542443064182,166.0341614906832,57.8,60.166666666666664,6.133928571428571,2012,3,30,actuals
2012-03-31,0.45869565217391295,14.324016563146998,65.6984989648033,86.93374741200829,51.072826086956525,42.875,4.665760869565217,2012,3,31,actuals
2012-04-01,0.4872735507246377,19.167701863354036,64.5067287784679,93.3416149068323,47.76666666666667,38.25,6.5625,2012,4,1,actuals
2012-04-02,0.49460638998682477,17.64095928226363,55.99499654934437,82.165027605245,51.94401913875598,35.541666666666664,3.4136904761904763,2012,4,2,actuals
2012-04-03,0.5439339042599913,20.437511763598724,56.216026726896295,86.62819969885187,36.126666666666665,30.416666666666668,1.5333333333333334,2012,4,3,actuals
2012-04-04,0.4358695652173913,13.789776648472303,42.93691966246315,62.98960097873141,43.541666666666664,18.958333333333332,1.7916666666666667,2012,4,4,actuals
2012-04-05,0.41096014492753624,10.423371917937136,38.69306418219462,53.63859872012046,44.65984848484849,20.833333333333332,1.7083333333333333,2012,4,5,actuals
2012-04-06,0.38938296003513395,8.163949275362318,31.91243961352657,43.21346618357487,49.59057971014492,19.130434782608695,1.25,2012,4,6,actuals
2012-04-07,0.40175120772946865,2.902777777777778,19.583333333333336,22.534722222222218,74.42708333333333,10.0,1.4444444444444446,2012,4,7,actuals
2012-04-08,0.31823671497584544,4.083333333333333,20.59722222222222,25.48611111111111,69.80208333333334,17.708333333333332,2.388888888888889,2012,4,8,actuals
2012-04-09,0.3179951690821256,4.527777777777778,28.041666666666668,33.826388888888886,59.53124999999999,15.333333333333334,2.1527777777777777,2012,4,9,actuals
2012-04-10,0.5192307692307693,22.710284280936456,54.059742793438446,87.86004937091892,45.087820512820514,31.454545454545453,2.875,2012,4,10,actuals
2012-04-11,0.3959239130434783,8.15036231884058,27.20005175983437,38.65683229813664,62.78333333333334,20.5,1.7291666666666665,2012,4,11,actuals
2012-04-12,0.49891304347826093,18.83229813664596,55.15010351966874,83.24404761904762,36.073550724637684,27.333333333333332,3.1870471014492754,2012,4,12,actuals
2012-04-13,0.3681418219461698,12.00689346884999,39.31778185582533,56.71174477696217,44.92051282051282,17.8,2.7871376811594204,2012,4,13,actuals
2012-04-14,0.35344202898550725,8.187111801242237,28.2481884057971,39.65786749482402,62.875,11.791666666666666,2.0,2012,4,14,actuals
2012-04-15,0.3694746376811594,6.061076604554866,26.297360248447205,34.41330227743271,61.26041666666667,13.083333333333334,2.0104166666666665,2012,4,15,actuals
2012-04-16,0.45958850931677014,12.018715266426938,34.38819875776397,51.48752315571537,73.83958333333334,18.708333333333332,3.341008771929825,2012,4,16,actuals
2012-04-17,0.37146739130434786,15.152620929794844,38.06222943722944,60.32185206098249,72.97916666666666,24.875,3.2708333333333335,2012,4,17,actuals
2012-04-18,0.5337409420289855,13.569358178053829,47.72722567287785,67.38742236024844,55.15909090909091,32.333333333333336,3.5625,2012,4,18,actuals
2012-04-19,0.37039337474120076,11.313079777365491,34.74613481756339,51.06076066790352,68.46928524374177,19.454545454545453,2.6145833333333335,2012,4,19,actuals
2012-04-20,0.37771739130434784,6.9143374741200825,32.09394409937888,41.76656314699794,73.11458333333334,22.166666666666668,1.7395833333333335,2012,4,20,actuals
2012-04-21,0.4232789855072464,7.9943581780538295,37.887629399585926,49.16899585921324,67.41666666666667,24.75,2.791666666666667,2012,4,21,actuals
2012-04-22,0.333786231884058,5.889190821256039,21.170289855072465,29.100543478260875,78.71875,22.583333333333332,1.7291666666666665,2012,4,22,actuals
2012-04-23,0.44076086956521743,14.065734989648034,34.98317805383023,55.625258799171846,66.54848484848485,22.636363636363637,2.8229166666666665,2012,4,23,actuals
2012-04-24,0.38546195652173915,8.623447204968945,29.66146715603237,41.88170525127047,72.53333333333333,25.75,2.3645833333333335,2012,4,24,actuals
2012-04-25,0.4409873188405797,15.693423140006994,48.82028918286682,72.42748581646097,52.1981884057971,38.791666666666664,2.6458333333333335,2012,4,25,actuals
2012-04-26,0.5154902882205514,12.545226703121443,42.719497607655505,61.017543859649116,67.19661208356861,48.0,3.1865530303030303,2012,4,26,actuals
2012-04-27,0.5327445652173913,13.009353741496598,47.48554421768707,66.34608843537416,56.225,67.5,1.7291666666666665,2012,4,27,actuals
2012-04-28,0.3804347826086957,5.255952380952381,27.065476190476186,34.13690476190475,76.125,54.291666666666664,1.4270833333333335,2012,4,28,actuals
2012-04-29,0.33668478260869567,4.517857142857143,22.601190476190474,28.547619047619047,78.225,16.458333333333332,2.4791666666666665,2012,4,29,actuals
2012-04-30,0.3612771739130435,5.503787878787878,28.632246376811594,36.40584415584416,77.13886693017128,22.375,2.0946969696969697,2012,4,30,actuals
2012-05-01,0.351947463768116,5.517857142857143,30.33928571428572,37.767857142857146,66.29166666666666,19.125,2.197916666666667,2012,5,1,actuals
2012-05-02,0.42119565217391297,13.44047619047619,44.13095238095239,63.95833333333333,56.166666666666664,24.75,1.729166666666667,2012,5,2,actuals
2012-05-03,0.3888586956521739,11.215297383775646,41.91617259552043,58.25790513833993,61.24275362318841,28.541666666666668,2.59375,2012,5,3,actuals
2012-05-04,0.4582880434782609,9.940476190476192,51.089285714285715,65.49404761904762,55.3,36.791666666666664,2.5833333333333335,2012,5,4,actuals
2012-05-05,0.3411684782608696,14.589285714285714,42.767857142857146,64.42261904761905,47.96153846153847,29.625,3.125,2012,5,5,actuals
2012-05-06,0.271875,5.654761904761905,34.29761904761905,41.97619047619048,59.458333333333336,32.041666666666664,1.90625,2012,5,6,actuals
2012-05-07,0.428520256916996,12.932823129251702,44.05357142857143,62.81462585034013,52.41666666666667,16.625,3.019345238095238,2012,5,7,actuals
2012-05-08,0.4674689440993789,13.43215468005384,52.21052057186511,71.97766379278984,56.31428571428571,45.38461538461539,2.9672619047619047,2012,5,8,actuals
2012-05-09,0.6208127470355731,9.958333333333332,40.54166666666667,54.672619047619044,63.83333333333333,44.78260869565217,2.458333333333333,2012,5,9,actuals
2012-05-10,0.6770833333333334,32.932127396413115,73.97595856524428,123.82065553494125,39.51428571428571,45.142857142857146,3.9404761904761907,2012,5,10,actuals
2012-05-11,0.6586503623188406,38.32142857142857,75.38095238095238,133.49404761904762,40.31666666666667,48.0,2.84375,2012,5,11,actuals
2012-05-12,0.4905797101449275,18.476190476190478,63.827380952380956,91.30952380952382,41.75,38.75,5.75,2012,5,12,actuals
2012-05-13,0.3215579710144928,5.472222222222222,32.479166666666664,39.99305555555556,56.02083333333334,38.75,2.5972222222222228,2012,5,13,actuals
2012-05-14,0.43480731225296443,6.636904761904762,33.30357142857143,42.47619047619048,73.58333333333333,40.916666666666664,2.2395833333333335,2012,5,14,actuals
2012-05-15,0.42169384057971016,7.787337662337663,35.04329004329004,45.65151515151515,79.1,35.458333333333336,2.541666666666667,2012,5,15,actuals
2012-05-16,0.3614883305100697,8.961466165413533,31.18102073365231,43.52623034859876,69.80984848484849,36.18181818181818,1.7708333333333335,2012,5,16,actuals
2012-05-17,0.47326706712433253,7.428494124922695,36.785405071119364,46.97781385281386,69.38380952380952,40.09090909090909,1.5700757575757573,2012,5,17,actuals
2012-05-18,0.4596790890269151,7.906926406926408,34.022844908714475,45.25270562770562,74.575,37.833333333333336,1.8082107843137254,2012,5,18,actuals
2012-05-19,0.33093297101449276,4.874999999999999,26.488095238095237,32.94047619047619,89.66992753623188,42.416666666666664,1.71875,2012,5,19,actuals
2012-05-20,0.38990036231884057,5.535714285714286,29.61904761904762,37.166666666666664,58.366666666666674,21.75,2.1875,2012,5,20,actuals
2012-05-21,0.4053442028985507,6.8731884057971016,21.09057971014493,30.64130434782609,62.20454545454546,22.416666666666668,1.210144927536232,2012,5,21,actuals
2012-05-22,0.4260416666666667,11.559523809523807,32.595238095238095,49.40476190476191,54.358333333333334,27.541666666666668,1.9583333333333335,2012,5,22,actuals
2012-05-23,0.49605978260869565,18.232142857142858,53.30952380952381,80.7440476190476,38.25398550724638,32.0,2.4479166666666665,2012,5,23,actuals
2012-05-24,0.5529438405797101,33.340986394557824,67.64965986394557,118.07568027210884,42.656666666666666,34.083333333333336,3.2395833333333335,2012,5,24,actuals
2012-05-25,0.6435235507246377,31.028138528138527,73.21266233766234,120.10443722943721,44.93409090909091,41.208333333333336,3.777462121212121,2012,5,25,actuals
2012-05-26,0.3666666666666667,8.357142857142856,42.642857142857146,54.72023809523811,63.25,30.5,2.875,2012,5,26,actuals
2012-05-27,0.4120018115942029,8.339285714285715,33.523809523809526,45.42857142857142,65.725,27.25,2.9791666666666665,2012,5,27,actuals
2012-05-28,0.3743659420289855,7.380952380952381,36.464285714285715,47.01190476190476,58.34166666666666,23.333333333333332,1.9270833333333333,2012,5,28,actuals
2012-05-29,0.5826539855072465,22.119047619047617,55.148809523809526,88.27380952380952,50.96666666666667,29.5,3.020833333333333,2012,5,29,actuals
2012-05-30,0.6949818840579711,19.4200781102955,60.06914643327686,89.25298795407491,48.42050630528891,45.75,3.406702898550725,2012,5,30,actuals
2012-05-31,0.6923007246376812,30.11309523809524,71.01190476190476,116.56547619047619,43.175,50.208333333333336,3.760416666666667,2012,5,31,actuals
2012-06-01,0.4605072463768116,20.232142857142858,60.56601731601732,93.12896825396824,58.2310606060606,44.291666666666664,2.072916666666667,2012,6,1,actuals
2012-06-02,0.37169384057971017,9.232142857142858,51.392857142857146,64.92261904761905,67.3,39.875,1.9791666666666665,2012,6,2,actuals
2012-06-03,0.37237318840579714,4.982142857142857,28.172619047619044,34.74404761904761,68.88333333333334,28.5,1.8125,2012,6,3,actuals
2012-06-04,0.41935170807453415,9.199598021026592,30.28656462585034,43.49953617810762,45.43570487483531,25.833333333333332,1.6131422924901186,2012,6,4,actuals
2012-06-05,0.40548007246376816,9.270253555967841,29.63860544217687,42.946737786023505,59.03928571428571,30.916666666666668,1.5066287878787878,2012,6,5,actuals
2012-06-06,0.49508738277919867,8.871635610766045,30.333333333333336,43.112060041407865,58.5,40.708333333333336,1.8020833333333333,2012,6,6,actuals
2012-06-07,0.6811594202898551,16.005952380952383,42.589285714285715,66.22023809523809,57.358333333333334,50.166666666666664,3.40625,2012,6,7,actuals
2012-06-08,0.5889492753623188,17.916666666666664,45.99404761904761,72.63690476190476,46.825,49.08695652173913,3.322916666666667,2012,6,8,actuals
2012-06-09,0.32499999999999996,5.886904761904761,22.303571428571423,30.339285714285715,64.54166666666667,30.958333333333332,2.0,2012,6,9,actuals
2012-06-10,0.4263586956521739,5.178571428571428,23.9702380952381,31.047619047619047,56.784523809523805,35.416666666666664,2.15625,2012,6,10,actuals
2012-06-11,0.5665760869565217,12.208333333333334,24.827380952380953,42.195910973084885,42.78257575757576,25.916666666666668,3.0520833333333335,2012,6,11,actuals
2012-06-12,0.3533229813664596,6.9689239332096475,24.255952380952383,33.566326530612244,62.60227272727273,28.208333333333332,1.6562500000000002,2012,6,12,actuals
2012-06-13,0.44648680124223605,11.065476190476192,26.172619047619044,42.14087301587301,51.50833333333334,31.083333333333332,2.0657894736842106,2012,6,13,actuals
2012-06-14,0.4985054347826087,11.601190476190476,33.76785714285714,50.24404761904761,50.13333333333333,32.291666666666664,1.9479166666666665,2012,6,14,actuals
2012-06-15,0.5159269323671498,19.74404761904762,47.767857142857146,76.93452380952382,43.958333333333336,35.916666666666664,3.854166666666667,2012,6,15,actuals
2012-06-16,0.37536231884057975,11.32738095238095,43.69642857142857,60.29761904761905,49.53333333333333,37.25,1.9375,2012,6,16,actuals
2012-06-17,0.4270833333333333,9.511904761904761,39.232142857142854,52.18452380952381,47.71666666666666,30.708333333333332,4.479166666666666,2012,6,17,actuals
2012-06-18,0.4827717391304348,17.989409400123687,42.072278911564624,68.24938157081014,54.460507246376814,36.875,3.0135516657255788,2012,6,18,actuals
2012-06-19,0.8486618906455863,12.513457556935817,48.31211180124223,66.18824110671936,59.17575757575757,39.52173913043478,2.7083333333333335,2012,6,19,actuals
2012-06-20,0.4689311594202898,15.785714285714286,50.238095238095234,73.06547619047619,56.425,54.708333333333336,3.041666666666667,2012,6,20,actuals
2012-06-21,0.5294836956521739,15.595238095238097,52.98809523809524,76.02380952380953,55.45,55.59090909090909,2.072916666666667,2012,6,21,actuals
2012-06-22,0.4412590579710145,15.339285714285714,44.94642857142857,66.81547619047618,56.30000000000001,42.958333333333336,9.166666666666666,2012,6,22,actuals
2012-06-23,0.37518115942028984,9.190476190476192,42.095238095238095,54.5654761904762,60.56666666666666,73.16666666666667,5.020833333333333,2012,6,23,actuals
2012-06-24,0.4392663043478261,7.5,42.60119047619048,52.59523809523809,64.19166666666666,87.5,5.229166666666667,2012,6,24,actuals
2012-06-25,0.5932065217391304,20.642857142857146,58.857142857142854,89.25595238095238,50.675,47.958333333333336,5.145833333333334,2012,6,25,actuals
2012-06-26,0.5039855072463768,21.821428571428573,60.92857142857143,93.23809523809526,47.16666666666667,49.708333333333336,4.8125,2012,6,26,actuals
2012-06-27,0.5009963768115943,23.67687074829932,63.756802721088434,99.36054421768708,44.09187370600414,51.041666666666664,4.5,2012,6,27,actuals
2012-06-28,0.5266304347826087,15.452380952380953,45.27380952380952,67.85714285714286,55.13333333333334,46.458333333333336,2.625,2012,6,28,actuals
2012-06-29,0.5646059782608696,13.24264705882353,46.352941176470594,65.50560224089635,49.04019607843137,44.64705882352941,2.90625,2012,6,29,actuals
2012-06-30,0.40910326086956517,4.75,23.410714285714285,29.48809523809524,67.125,50.041666666666664,3.1843297101449277,2012,6,30,actuals
2012-07-01,0.2539855072463768,5.160714285714286,27.22023809523809,33.89285714285714,48.55,33.31818181818182,3.5416666666666665,2012,7,1,actuals
2012-07-02,0.47229166666666667,9.733225108225108,36.05086580086579,50.14834570191714,47.05595238095238,25.818181818181817,2.0492424242424243,2012,7,2,actuals
2012-07-03,0.47070393374741204,12.56099257884972,45.05350756903552,63.484461966604826,46.82391774891775,31.458333333333332,2.8951569264069263,2012,7,3,actuals
2012-07-04,0.4611865942028986,7.940476190476191,34.779761904761905,46.04166666666667,58.48333333333333,29.318181818181817,1.7395833333333333,2012,7,4,actuals
2012-07-05,0.4955615942028986,8.80357142857143,31.630952380952383,44.136904761904766,58.3,27.125,2.3958333333333335,2012,7,5,actuals
2012-07-06,0.3734095268542199,12.928571428571427,37.875,56.80952380952381,52.225,24.0,3.6458333333333335,2012,7,6,actuals
2012-07-07,0.30756340579710145,7.589285714285714,32.5,43.30952380952381,50.16666666666667,22.208333333333332,3.3333333333333335,2012,7,7,actuals
2012-07-08,0.33903985507246376,5.279761904761904,25.916666666666668,33.07142857142857,49.34166666666666,25.125,5.84375,2012,7,8,actuals
2012-07-09,0.4297554347826087,10.21482683982684,39.554653679653676,54.54707792207791,46.25151515151515,28.291666666666668,2.65625,2012,7,9,actuals
